stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"292","292","V. Milano Fr. Civico 48","","40.7117","8.58877","","","","","",""
"293","293","V. Milano Fr. Civico 28","","40.7113","8.58178","","","","","",""
"294","294","V. Milano Fr. Civico 22","","40.7112","8.57958","","","","","",""
"295","295","V. Milano (Lato Edicola)","","40.7109","8.57737","","","","","",""
"296","296","V. Milano Fr. Civico 16","","40.7115","8.57138","","","","","",""
"297","297","V. Milano Civico 13","","40.7144","8.56685","","","","","",""
"298","298","V.le Trieste Civico 1","","40.7296","8.56415","","","","","",""
"299","299","V.le Caprera civico 7","","40.7289","8.56523","","","","","",""
"3","3","Via  delle Croci (Lato P.le Chiesa di S.","","40.719","8.55008","","","","","",""
"30","30","Via  Ossi Fr. civico 3","","40.738","8.5643","","","","","",""
"300","300","V.le Caprera civico 25","","40.7268","8.5674","","","","","",""
"3001","3001","Via Roma 184 (Sennori Capolinea)","","40.788","8.59142","","","","","",""
"3002","3002","Via Roma 105 (Sennori fr. Banca di Sassa","","40.790001","8.59356","","","","","",""
"3004","3004","Via Roma 8 (Sennori lato Eurospin)","","40.7905","8.59001","","","","","",""
"3005","3005","Via Sennori (Sorso Consorzio Agrario)","","40.7954","8.58411","","","","","",""
"3006","3006","Via Sennori (Sorso lato guardia medica)","","40.796961","8.581538","","","","","",""
"3007","3007","Via Fiorentina 39 (Sorso)","","40.798583","8.581312","","","","","",""
"3008","3008","Via Borio 6 (Sorso chiesa Cappuccini)","","40.801358","8.578732","","","","","",""
"3009","3009","Via Borio (Sorso lato fioraio)","","40.7991","8.57493","","","","","",""
"301","301","V. Gorizia Civico 5","","40.7278","8.5709","","","","","",""
"3012","3012","Via Marina FR. Conad","","40.8002","8.57534","","","","","",""
"3013","3013","Via Marina (giardini)","","40.804401","8.571577","","","","","",""
"3015","3015","Via Marina (incr. via Sant'Andrea)","","40.8216","8.55909","","","","","",""
"3017","3017","S.P. 81 Discesa a Mare 7","","40.831001","8.5754","","","","","",""
"3018","3018","S.P.  81 (Villaggio Eden Beach)","","40.8372","8.59062","","","","","",""
"3019","3019","S.P. 81 Parco Acquatico","","40.8403","8.5979","","","","","",""
"302","302","V. Dalmazia civico 5","","40.7276","8.57175","","","","","",""
"3020","3020","S.P. 81 fronte Ristorante","","40.8436","8.60183","","","","","",""
"303","303","V. Prunizzedda Civico 25","","40.7272","8.57368","","","","","",""
"3035","3035","Via Marina (incr. via Sant'Andrea)","","40.8216","8.55892","","","","","",""
"3036","3036","Via Marina (fr. la Madonnina)","","40.8134","8.56312","","","","","",""
"3038","3038","Ingresso Sorso (fr. giardini)","","40.804242","8.571491","","","","","",""
"3039","3039","Via Marina (Supermercato)","","40.800018","8.57523","","","","","",""
"304","304","S.V. Caniga S. Giorgio fr civico 37","","40.7091","8.5047","","","","","",""
"3040","3040","Via Borio Sorso fr. chiesa Cappuccini","","40.80133","8.578935","","","","","",""
"3041","3041","Via Fiorentina  46 Sorso","","40.798469","8.581228","","","","","",""
"3042","3042","Via Sennori (Sorso fr. guardia medica)30","","40.796789","8.581674","","","","","",""
"3043","3043","Via Sennori (Sorso fr.Consorzio Agrario)","","40.7953","8.5839","","","","","",""
"3044","3044","Via Roma (Sennori fr. Eurospin)","","40.7904","8.58982","","","","","",""
"3046","3046","Via Roma 105 (Sennori Banca di Sassari)","","40.79","8.59334","","","","","",""
"3047","3047","Via Marina (Madonnina)","","40.8136","8.56318","","","","","",""
"3048","3048","Via Marina (incr. SP 48 dir. Marina)","","40.817937","8.561262","","","","","",""
"3049","3049","Via Marina (incr. SP 48 dir.Sorso)","","40.817687","8.561232","","","","","",""
"305","305","S.P. La Crucca Z.I. Fr nuovo mattatoio","","40.7699","8.43613","","","","","",""
"3050","3050","Via Roma 186 (Sennori)","","40.788276","8.588803","","","","","",""
"3057","3057","S.S. 200 dell'Anglona Ferm.1","","40.8436","8.60183","","","","","",""
"3058","3058","S.P. 48 Ferm. 2","","40.8307","8.57455","","","","","",""
"306","306","Via Coppino Civ. 12 (Corte Santa Maria)","","40.7247","8.55737","","","","","",""
"3060","3060","Via Castelsardo fronte civico 5","","40.8002","8.580968","","","","","",""
"3061","3061","S.P. 81 fronte Resort Bella Marina","","40.83419","8.58399","","","","","",""
"3062","3062","Via Castelsardo civico 5","","40.80005","8.58093","","","","","",""
"3063","3063","Via Roma fr. 186 (Sennori)","","40.78821","8.58863","","","","","",""
"3064","3064","Via Massarenti fr. 4 (Sennori Capolinea)","","40.785498","8.590259","","","","","",""
"307","307","V. Prunizzedda Civico 92","","40.7283","8.57707","","","","","",""
"308","308","Via Poligono, lato Stadio dei Pini","","40.7374","8.56135","","","","","",""
"309","309","Via Pasubio (Casa Serena)","","40.7289","8.57258","","","","","",""
"31","31","Via  Poligono Fr. Autoparco","","40.7374","8.56312","","","","","",""
"310","310","Via Pasubio 10","","40.7284","8.57025","","","","","",""
"311","311","V.le Mameli Civico 38","","40.7273","8.5679","","","","","",""
"312","312","V.le Mameli Fr. Civico 1","","40.7303","8.5645","","","","","",""
"313","313","V. De Nicola Civico 5","","40.7166","8.55592","","","","","",""
"314","314","V. Turati Civico 73","","40.7165","8.55855","","","","","",""
"315","315","V. Turati Civico 31","","40.7182","8.56015","","","","","",""
"316","316","V. Milano Fr. Civico 13","","40.7146","8.56643","","","","","",""
"317","317","V. Milano Civico 16","","40.7111","8.57163","","","","","",""
"318","318","V. Milano Fr. (Edicola)","","40.7107","8.57702","","","","","",""
"319","319","V. Milano Civico 24","","40.7112","8.57993","","","","","",""
"32","32","Via  Baldedda (Lato Guardia di Finanza)","","40.7385","8.56303","","","","","",""
"320","320","V. Milano Civico 28","","40.7112","8.58307","","","","","",""
"321","321","V. Milano Civico 48","","40.7116","8.58937","","","","","",""
"322","322","V. Carlo Felice Fr. Civico 72","","40.7107","8.59302","","","","","",""
"323","323","Capolinea Motel La Giocca","","40.7088","8.59358","","","","","",""
"324","324","V. Piandanna civico 10","","40.7164","8.5439","","","","","",""
"325","325","Z.I. P. Niedda Str.28 (lato di Pietro)","","40.7383","8.52612","","","","","",""
"326","326","V. Piandanna Fr. civico 15","","40.7189","8.54648","","","","","",""
"327","327","V. Ortobene civico n°","","40.7491","8.54513","","","","","",""
"329","329","Z.I. P. Niedda Str.28 (lato Serigrafika)","","40.7384","8.52402","","","","","",""
"33","33","Via  Baldedda Fr. Civico 14","","40.7402","8.56397","","","","","",""
"330","330","V. Addis Civico 3","","40.7278","8.57852","","","","","",""
"332","332","V. Roma (Carceri)","","40.7229","8.56633","","","","","",""
"333","333","V. Roma Civico 127","","40.7199","8.5699","","","","","",""
"334","334","V. De Gasperi Fr Civico 5","","40.7199","8.57903","","","","","",""
"335","335","V. De Gasperi Fr Civico 7","","40.7202","8.58142","","","","","",""
"336","336","V. Mastino (Piscine LU Fangazzu)","","40.7196","8.58192","","","","","",""
"337","337","P.le Segni (Stadio Acquedotto)","","40.7177","8.58147","","","","","",""
"338","338","V. Chironi Civico 10","","40.716","8.58097","","","","","",""
"339","339","VIa Brigata Sassari 82","","40.7239","8.56132","","","","","",""
"34","34","Via  Baldedda civico 17","","40.7417","8.56489","","","","","",""
"340","340","Z.I. P. Niedda Str.28(lato Nautica 2000)","","40.7384","8.52175","","","","","",""
"341","341","S.P. 18 viadotto (lato inc. per Viziliu)","","40.739","8.48377","","","","","",""
"342","342","S.V. Badde Longa Fr. civico 108","","40.793","8.5074","","","","","",""
"343","343","S.S. 200   Km 3,900","","40.7593","8.56878","","","","","",""
"344","344","S.V. Badde Longa civico 67","","40.7966","8.505","","","","","",""
"345","345","S.V. Badde Longa inc. V. Giordano","","40.7988","8.50413","","","","","",""
"346","346","S.V. Badde Longa civico 123","","40.8019","8.50437","","","","","",""
"347","347","S.P. x Platamona Km 4,000 inc. S.P. 81","","40.8156","8.46635","","","","","",""
"348","348","S.P. x Platamona Km 4,000 slargo  S.P.81","","40.8153","8.46663","","","","","",""
"349","349","S.P. x Platamona Km 0,700 Lato dis.","","40.7916","8.4736","","","","","",""
"35","35","Capolinea Via  Baldedda","","40.743","8.5656","","","","","",""
"350","350","Via Cagliari 22","","40.7255","8.56313","","","","","",""
"351","351","C.so Trinitŕ Fr. Civico 195","","40.7311","8.55773","","","","","",""
"352","352","C.so Trinitŕ Civico 2 (P.zza Mercato)","","40.7301","8.56022","","","","","",""
"353","353","V.le Trento Fr. Civico 4","","40.7258","8.56698","","","","","",""
"354","354","V.le Trento Civico 13","","40.727","8.56883","","","","","",""
"355","355","V. Garavetti Civico 5","","40.7259","8.57043","","","","","",""
"356","356","V. Garavetti Fr. Civico 14","","40.7245","8.57092","","","","","",""
"357","357","V. Abozzi Civico 11","","40.7231","8.57297","","","","","",""
"358","358","V. Abozzi Civico 23","","40.7225","8.57515","","","","","",""
"359","359","V. Gramsci Civico 19","","40.7222","8.5769","","","","","",""
"36","36","Via  Baldedda Fr. civico 17","","40.7418","8.56486","","","","","",""
"360","360","V. Turati Civico 60","","40.7166","8.55843","","","","","",""
"361","361","V. De Nicola Fr. Civico 8","","40.7168","8.5556","","","","","",""
"362","362","S.V. Caniga S. Giorgio Km 4,100 civ. 80","","40.6977","8.47628","","","","","",""
"363","363","S.V. Caniga S. Giorgio Km 4,400 civ. 94","","40.6967","8.47387","","","","","",""
"364","364","3° Trav. Caniga S. Giorgio civ. 6 (Man.)","","40.6945","8.47475","","","","","",""
"365","365","S.V. Monti di la Iesgia Km 0,600 civ. 77","","40.6951","8.48317","","","","","",""
"366","366","S.V. Monti di la Iesgia Km 1,400","","40.6982","8.4908","","","","","",""
"367","367","2° Traversa Monti di la Iescja Km 0,400","","40.6948","8.4935","","","","","",""
"368","368","S.V. Mandra di l' Ainu Km 1,500 civ. 83","","40.6963","8.49913","","","","","",""
"369","369","S.V. Mandra di l' Ainu Km 1,000 fr. 44","","40.6986","8.50493","","","","","",""
"37","37","Via  Baldedda civico 14","","40.7402","8.56388","","","","","",""
"370","370","S.V. Mandra di l' Ainu Km 0,600 fr. 24","","40.7002","8.50893","","","","","",""
"371","371","Stazione FS (Capolinea)","","40.729044","8.554572","","","","","",""
"372","372","S.V. Mandra di l' Ainu Km 2,650 civ. 135","","40.6915","8.4875","","","","","",""
"373","373","S.V. Mandra di l' Ainu Km 2,400 civ. 129","","40.6927","8.49008","","","","","",""
"374","374","S.V. Caniga S. Giorgio Km 3,700","","40.6994","8.48055","","","","","",""
"375","375","V.le Porto Torres civico 40","","40.7348","8.5441","","","","","",""
"376","376","V.le Umberto Civico 126","","40.72","8.57043","","","","","",""
"377","377","V.le Umberto Civico 82","","40.7235","8.5675","","","","","",""
"378","378","V.le Umberto Civico 40","","40.7258","8.5651","","","","","",""
"379","379","S.V. Mandra di l' Ainu Km 0,300 civ. 57","","40.7014","8.51177","","","","","",""
"38","38","Via  Baldedda Fr. Guardia di Finanza","","40.7387","8.5631","","","","","",""
"380","380","S.V. Mandra di l' Ainu Km 0,100 civ. 9","","40.7024","8.51423","","","","","",""
"381","381","S.S. 127/bis   civico n° 61","","40.7043","8.51542","","","","","",""
"382","382","S.S. 127/bis   inc. Tropu Ilde","","40.7088","8.51592","","","","","",""
"383","383","S.S. 127/bis (lato serre) ex fr.bivio S.","","40.7132","8.51858","","","","","",""
"384","384","S.S. 127/bis   civico n° 5","","40.7154","8.52142","","","","","",""
"385","385","Via Padre Luca (fronte scuola)","","40.7166","8.52545","","","","","",""
"386","386","Via Peppino Mereu (fronte scuola)","","40.7188","8.5262","","","","","",""
"387","387","V. Caniga civico 49","","40.7206","8.52793","","","","","",""
"388","388","V. Caniga civico 41","","40.7218","8.53115","","","","","",""
"389","389","V. Caniga Lato Mot. Civile","","40.7236","8.53545","","","","","",""
"39","39","Via  Poligono (Lato autoparco)","","40.7373","8.56323","","","","","",""
"390","390","V. Caniga Fr. civico 58","","40.7251","8.5393","","","","","",""
"391","391","V. Poligono Fr. (Palestra Buncker)","","40.7373","8.56135","","","","","",""
"392","392","V. Manzoni civico 10","","40.7373","8.56664","","","","","",""
"393","393","V. Manzoni civico 13","","40.7374","8.56673","","","","","",""
"394","394","V. Manzoni civico 2","","40.7357","8.5677","","","","","",""
"395","395","V. Manzoni civico 1","","40.7355","8.56802","","","","","",""
"396","396","V. Sulcis civico 17","","40.7336","8.56918","","","","","",""
"397","397","V. Sulcis Fr. civico 17","","40.7336","8.5693","","","","","",""
"398","398","V. Astronauti Fr. Civico 3","","40.727","8.57567","","","","","",""
"399","399","V. Degli Astronauti civico 3","","40.7266","8.5761","","","","","",""
"4","4","Via  delle Croci civico 3","","40.7182","8.55188","","","","","",""
"40","40","Via  Ossi civico 3","","40.738","8.56443","","","","","",""
"400","400","V. Paglietti Fr. Scuole","","40.724","8.57593","","","","","",""
"401","401","V. Degli Astronauti (Lato Banca Comm.)","","40.7283","8.57545","","","","","",""
"402","402","S.V. Badde Longa civico 2","","40.7867","8.51827","","","","","",""
"403","403","S.V. Badde Longa civico 18","","40.7866","8.51498","","","","","",""
"404","404","S.V. Badde Longa Fr. civico 27","","40.7896","8.50965","","","","","",""
"405","405","S.V. Badde Longa civico 100","","40.7929","8.50747","","","","","",""
"406","406","S.V. Badde Longa Fr. civico 67","","40.7965","8.50505","","","","","",""
"407","407","S.V. Badde Longa inc. V. Giordano","","40.7989","8.50415","","","","","",""
"408","408","S.V. Badde Longa civico 120","","40.802","8.50442","","","","","",""
"409","409","S.V. Badde Longa Fr. civico 18","","40.7865","8.51503","","","","","",""
"41","41","Via  Prati (Fr. Coop Ferrovieri)","","40.7385","8.56558","","","","","",""
"410","410","S.V. Badde Longa civico 27","","40.7897","8.50957","","","","","",""
"411","411","Capolinea Via Tavolara","","40.724","8.55982","","","","","",""
"412","412","C.so Reg. Margherita di Savoia civico 97","","40.7255","8.55654","","","","","",""
"413","413","V.le S. Paolo Fr. (Cimitero)","","40.7286","8.55212","","","","","",""
"414","414","V.le Porto Torres civico 21","","40.7313","8.55332","","","","","",""
"415","415","V.le Porto Torres civico 47","","40.7318","8.55147","","","","","",""
"416","416","V.le Porto Torres civico 12","","40.7319","8.55081","","","","","",""
"417","417","V.le Porto Torres civico 51","","40.7329","8.54848","","","","","",""
"418","418","V.le Porto Torres civico 26","","40.7332","8.54757","","","","","",""
"419","419","V.le Porto Torres civico 121","","40.7394","8.53697","","","","","",""
"42","42","Via  Prati civico 8","","40.7381","8.56882","","","","","",""
"420","420","V.le Porto Torres civico 42","","40.736","8.54193","","","","","",""
"421","421","V.le Porto Torres civico 58","","40.7388","8.5377","","","","","",""
"422","422","V.le Porto Torres civico 59","","40.7349","8.54428","","","","","",""
"423","423","V. P. Niedda civico 6","","40.7325","8.53897","","","","","",""
"424","424","V. P. Niedda civico 37","","40.7323","8.53889","","","","","",""
"425","425","Z.I. P. Niedda Str.31(lato La Nuova S.)","","40.7368","8.5207","","","","","",""
"426","426","V. P. Niedda Fr. Civico 6","","40.7305","8.54265","","","","","",""
"427","427","V. P. Niedda (Lato BMW)","","40.7328","8.5236","","","","","",""
"428","428","V. P. Niedda civico  (Fr. Vialetto)","","40.7307","8.54263","","","","","",""
"429","429","Z.I. P. Niedda str. 11 (Fr. Poste)","","40.7283","8.52567","","","","","",""
"43","43","Via  Prati civico 50","","40.7378","8.57222","","","","","",""
"430","430","V. P. Niedda Fr. (Cimitero)","","40.7283","8.54862","","","","","",""
"431","431","V. P. Niedda (Lato Cimitero)","","40.7286","8.54927","","","","","",""
"433","433","S.S. 131 Fr. civico 74","","40.7453","8.53013","","","","","",""
"434","434","S.S. 131 civico 74","","40.7453","8.52978","","","","","",""
"435","435","V. Millelire civico 4","","40.7509","8.51865","","","","","",""
"436","436","V. Millelire Fr. civico 4","","40.7508","8.51865","","","","","",""
"437","437","V. Millelire Fr. Civico 59","","40.7518","8.51552","","","","","",""
"438","438","V. Millelire civico 59","","40.7516","8.51548","","","","","",""
"439","439","V. Camboni civico 19","","40.7499","8.51159","","","","","",""
"44","44","Via  Deledda Fr. civico 163","","40.7369","8.57272","","","","","",""
"440","440","V. Camboni Fr. civico 19","","40.7495","8.51187","","","","","",""
"441","441","V. Camboni civico 17","","40.749","8.51452","","","","","",""
"442","442","V. Camboni Fr. civico 17","","40.7492","8.5142","","","","","",""
"443","443","V. Era civico 50","","40.7482","8.51612","","","","","",""
"444","444","V. Pasella Fr. civico 1","","40.7482","8.51758","","","","","",""
"445","445","V. Era civico 66/a","","40.7463","8.5156","","","","","",""
"446","446","V. Pasella Fr. civico 7","","40.7475","8.51955","","","","","",""
"447","447","V. Li Punti civico 20","","40.7486","8.52197","","","","","",""
"448","448","V. Li Punti civico 5","","40.7484","8.52178","","","","","",""
"449","449","S.S. 131 Fr. civico 3","","40.7543","8.51055","","","","","",""
"45","45","Via  Deledda Fr. civico 145","","40.7362","8.57098","","","","","",""
"450","450","S.S. 131 civico 3","","40.7538","8.51093","","","","","",""
"451","451","S.S. 131 civico 12","","40.7566","8.5075","","","","","",""
"452","452","S.S. 131 (Mandingo)","","40.7567","8.50695","","","","","",""
"453","453","S.S. 131 civico 40","","40.7589","8.50418","","","","","",""
"454","454","S.S. 131 civico 29","","40.7589","8.50393","","","","","",""
"455","455","V. De Cupis civico 32","","40.7617","8.50033","","","","","",""
"456","456","V. De Cupis Fr. civico 32","","40.7616","8.50021","","","","","",""
"457","457","V. De Cupis civico 86","","40.7648","8.49608","","","","","",""
"458","458","V. De Cupis Fr. 86","","40.7647","8.49602","","","","","",""
"459","459","S.S. 131 inc. S. Giovanni","","40.7666","8.49385","","","","","",""
"46","46","Via  P. Micca civico 86","","40.7352","8.56657","","","","","",""
"460","460","S.S. civico 75","","40.7677","8.49185","","","","","",""
"461","461","S.S. 131 inc. S.V. S. Pietro","","40.771","8.48778","","","","","",""
"462","462","S.S. civico 79","","40.7715","8.48685","","","","","",""
"463","463","S.S. 131 Lato Hotel Marini","","40.7734","8.48475","","","","","",""
"464","464","S.S. 131 Fr. Hotel Marini","","40.7734","8.48435","","","","","",""
"465","465","S.S. 131 Fr. Civico 109 (Orogel)","","40.7772","8.47987","","","","","",""
"466","466","S.S. 131 civico 109 (Orogel)","","40.7766","8.48028","","","","","",""
"467","467","S.S. 131 civico 116","","40.7805","8.47562","","","","","",""
"468","468","S.S. 131 Fr. civico 116","","40.7804","8.47555","","","","","",""
"469","469","S.S. 131 civico 180","","40.7824","8.47315","","","","","",""
"47","47","Via  P. Micca civico 66","","40.7347","8.56445","","","","","",""
"470","470","S.S. 131 civico 139","","40.7816","8.47393","","","","","",""
"471","471","S.S. 131 civico 244","","40.7854","8.46927","","","","","",""
"472","472","S.S. 131 Fr. civico 244","","40.7852","8.46925","","","","","",""
"473","473","S.P. x Platamona Km 0,400 Lato dis.","","40.7898","8.47173","","","","","",""
"474","474","S.P. x Platamona Km 0,400 Lato asc.","","40.7897","8.47153","","","","","",""
"475","475","S.P. x Platamona Km 0,900 Lato asc.","","40.7935","8.47307","","","","","",""
"476","476","S.P. x Platamona Km 0,900 Lato dis.","","40.7937","8.47323","","","","","",""
"477","477","S.P. x Platamona Km 2,400 Lato dis.","","40.8062","8.47702","","","","","",""
"478","478","S.P. x Platamona Km 2,400 Lato asc.","","40.8061","8.47686","","","","","",""
"479","479","Capolinea Rotonda Platamona","","40.818251","8.466603","","","","","",""
"48","48","Via  P. Micca civico 40","","40.7347","8.56257","","","","","",""
"480","480","Piazzetta Abacurrente","","40.819","8.46035","","","","","",""
"481","481","S.P. 81  Fr 1° Pettine","","40.8164","8.47738","","","","","",""
"482","482","S.P. 81  Lato 1° Pettine","","40.8165","8.47755","","","","","",""
"483","483","S.P. 81  Fr. Villaggio dei Pini","","40.8158","8.48105","","","","","",""
"484","484","S.P. 81  Lato Villaggio dei Pini","","40.8159","8.48097","","","","","",""
"485","485","S.P. 81  Fr. Camping Cristina","","40.816","8.48547","","","","","",""
"486","486","S.P. 81  Lato Camping Cristina","","40.8161","8.48537","","","","","",""
"487","487","S.P. 81  Lato  Supermarket","","40.8172","8.4907","","","","","",""
"488","488","S.P. 81  Fr. Supermarket","","40.8172","8.49073","","","","","",""
"489","489","S.P. 81  Fr. 2° Pettine","","40.8176","8.4961","","","","","",""
"49","49","Via  Pascoli civico 8","","40.7326","8.56091","","","","","",""
"490","490","S.P. 81  Lato 2° Pettine","","40.8176","8.49573","","","","","",""
"491","491","S.P. 81  Fr. Centro Commerciale","","40.8172","8.50293","","","","","",""
"492","492","S.P. 81  Lato Centro Commerciale","","40.8171","8.50272","","","","","",""
"493","493","S.P. 60 (Buddi Buddi) inc. S.P. 81(Dis.)","","40.8168","8.50778","","","","","",""
"494","494","S.P. 60 (Buddi Buddi) inc. S.P. 81(Asc.)","","40.8165","8.50763","","","","","",""
"495","495","S.P. 60 (Buddi Buddi) ingresso Maneggio","","40.8139","8.50765","","","","","",""
"496","496","S.P. 60 (Buddi Buddi) Fr. ingresso Maneg","","40.8136","8.50747","","","","","",""
"497","497","S.P. 60 (Buddi Buddi) inc. V. Fiorita","","40.8097","8.5074","","","","","",""
"498","498","S.P. 60 (Buddi Buddi) Fr. inc. V. Fiorit","","40.8096","8.50725","","","","","",""
"499","499","S.P. 60 (Buddi Buddi) civico 178","","40.8045","8.50735","","","","","",""
"5","5","Via Rockefeller civico 18","","40.7164","8.55288","","","","","",""
"50","50","Corso  Trinitŕ Civico 53","","40.7304","8.55982","","","","","",""
"500","500","S.P. 60 (Buddi Buddi) Fr. civico 178","","40.8045","8.50723","","","","","",""
"501","501","S.P. 60 (Buddi Buddi) Fr. civico 150","","40.8016","8.50825","","","","","",""
"502","502","S.P. 60 (Buddi Buddi) civico 150","","40.8018","8.50835","","","","","",""
"503","503","S.P. 60 (Buddi B.) Fr. chiesa S. Michele","","40.7912","8.51585","","","","","",""
"504","504","S.P. 60 (Buddi B.) Lato chiesa S.Michele","","40.7912","8.51595","","","","","",""
"505","505","S.P. 60 (Buddi Buddi) civico 199","","40.7864","8.51738","","","","","",""
"506","506","S.P. 60 (Buddi Buddi) Fr. civico 199","","40.7867","8.51868","","","","","",""
"507","507","S.P. 60 (Buddi Buddi) civico 171","","40.7823","8.52218","","","","","",""
"508","508","S.P. 60 (Buddi Buddi) civico 106","","40.7862","8.51895","","","","","",""
"509","509","S.P. 60 (B.B.) in.S.C. Lu Buttangaru","","40.7771","8.52612","","","","","",""
"51","51","Corso  Trinitŕ Civico 195","","40.7312","8.55795","","","","","",""
"510","510","S.P. 60 (B.B.) Fr. In.S.C. Lu Buttangaru","","40.7778","8.52569","","","","","",""
"511","511","S.P. 60 (Buddi Buddi) civico 130","","40.7693","8.52888","","","","","",""
"512","512","S.P. 60 (Buddi Buddi) Fr.civico 130","","40.769","8.52883","","","","","",""
"513","513","S.P. 60 (Buddi Buddi) civico 78","","40.7603","8.5324","","","","","",""
"514","514","S.P. 60 (Buddi Buddi) Fr. civico 78","","40.7604","8.53218","","","","","",""
"515","515","S.P. 60 (Buddi Buddi) civico 48","","40.7554","8.5403","","","","","",""
"516","516","S.P. 60 (Buddi Buddi) Fr. civico 48","","40.7552","8.54027","","","","","",""
"517","517","S.P. 60 (Buddi Buddi) civico 42","","40.7525","8.54387","","","","","",""
"518","518","S.P. 60 (Buddi Buddi) Fr. civico 42","","40.7524","8.54367","","","","","",""
"519","519","S.P. 60 (Buddi Buddi) civico 40","","40.7493","8.549","","","","","",""
"52","52","Piazza S. Antonio (Intergremio)","","40.7302","8.5557","","","","","",""
"520","520","S.P. 60 (Buddi Buddi) Fr. civico 40","","40.7492","8.54898","","","","","",""
"521","521","S.P. 60 (Buddi Buddi) civico 32","","40.7477","8.55278","","","","","",""
"522","522","S.P. 60 (Buddi Buddi) Fr. civico 32","","40.7474","8.5535","","","","","",""
"523","523","S.P. 60 (Buddi Buddi) Fr. civico 2","","40.7461","8.55792","","","","","",""
"524","524","S.P. 60 (Buddi Buddi) civico 2","","40.7463","8.55757","","","","","",""
"525","525","V. Pirandello Fr. Distributore (Esso)","","40.7448","8.55962","","","","","",""
"526","526","V. Pirandello Civico 1","","40.7427","8.56027","","","","","",""
"527","527","V. Pirandello Fr. Civico 1","","40.7428","8.56051","","","","","",""
"528","528","V. P. Niedda civico 18","","40.7329","8.52915","","","","","",""
"529","529","V. Coghinas Fr. (Scuole)","","40.7462","8.54593","","","","","",""
"53","53","Piazza Stazione (Giardinetti)","","40.7292","8.55498","","","","","",""
"530","530","V. Carlo Felice Fr. Civico 55","","40.7125","8.5896","","","","","",""
"531","531","V. Carlo Felice Civico 55","","40.7123","8.5896","","","","","",""
"532","532","V. De Carolis Civico 37","","40.7236","8.57532","","","","","",""
"533","533","S.S. 200   Km 2,600","","40.7497","8.5617","","","","","",""
"534","534","V. Pirandello civico 3","","40.7467","8.55908","","","","","",""
"535","535","Z.I. P. Niedda Str. 21 (Lato Cittŕ Mer.)","","40.7366","8.53732","","","","","",""
"536","536","Z.I. P. Niedda Str.33 (lato Conforama)","","40.7344","8.5231","","","","","",""
"537","537","V. Roma Civico 79","","40.7211","8.5691","","","","","",""
"538","538","V.le Umberto Civico 110","","40.7215","8.56898","","","","","",""
"539","539","Capolinea S. Camillo","","40.7624","8.57012","","","","","",""
"54","54","Piazza S. Maria (Lato Chiesa)","","40.7265","8.55468","","","","","",""
"540","540","V. Pirandello civico 24","","40.7469","8.55928","","","","","",""
"541","541","S.S. 200   Km 4,000","","40.7601","8.56902","","","","","",""
"542","542","Via Parodi","","40.7243","8.57963","","","","","",""
"543","543","S.S. 200   Km 2,800","","40.751","8.5616","","","","","",""
"544","544","Z.I. P. Niedda Str.34 (lato Cassa Edile)","","40.7364","8.52725","","","","","",""
"545","545","V. P. Niedda civico 39","","40.7328","8.5297","","","","","",""
"546","546","S.V. Maccia di La Faba civico 15","","40.7512","8.48651","","","","","",""
"547","547","S.V. Maccia di La Faba civico 5","","40.7509","8.48945","","","","","",""
"548","548","V. Viziliu civico 35","","40.7506","8.4937","","","","","",""
"549","549","V. Viziliu civico 29","","40.7514","8.49587","","","","","",""
"55","55","Viale Mancini civico 7","","40.7233","8.55835","","","","","",""
"550","550","V. Viziliu civico 17","","40.7509","8.4984","","","","","",""
"551","551","V. Viziliu civico snc.","","40.7512","8.5049","","","","","",""
"552","552","P.zza Musu Martini  civico 4","","40.7511","8.50737","","","","","",""
"553","553","S.P. 18 civico 66","","40.7357","8.49342","","","","","",""
"554","554","S.P. 18 civico 94","","40.7361","8.48983","","","","","",""
"555","555","S.P. 18 civico 102","","40.7365","8.48793","","","","","",""
"556","556","S.P. 18 civico 106","","40.736","8.4791","","","","","",""
"557","557","S.P. 18 civico 118","","40.7358","8.47722","","","","","",""
"558","558","S.P. 18 civico 158","","40.7356","8.4732","","","","","",""
"559","559","S.P. 18 Fr. civico 117","","40.7356","8.46867","","","","","",""
"56","56","Viale Italia civico 1","","40.7224","8.55983","","","","","",""
"560","560","S.P. 18 Fr. civico 121","","40.7339","8.46487","","","","","",""
"561","561","S.P. 18 civico 222","","40.7335","8.46318","","","","","",""
"562","562","S.P. 18 civico 232","","40.734","8.4599","","","","","",""
"563","563","S.P. 18 civico 256","","40.7349","8.45712","","","","","",""
"564","564","S.P. 18 Fr. civico 195","","40.7357","8.45345","","","","","",""
"565","565","S.P. 18 Fr. civico 201","","40.7343","8.44928","","","","","",""
"566","566","Capolinea Bancali","","40.73","8.44252","","","","","",""
"567","567","S.S. 127 bis civico 43","","40.7059","8.51526","","","","","",""
"568","568","S.P. 18 civico 201","","40.7341","8.44932","","","","","",""
"569","569","S.P. 18 civico 195","","40.7356","8.45377","","","","","",""
"57","57","Viale Italia Fr. Upim","","40.7208","8.55822","","","","","",""
"570","570","S.P. 18 civico 185","","40.7348","8.4572","","","","","",""
